locus,symbols,datasets,datasetIDs,essentiality status,essentiality consensus
ENSG00000009830,POMT2,7,"457,454,348,452,453,456,455","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000009844,VTA1,8,"455,457,452,449,454,453,456,348","NE,NE,NE,E,NE,NE,NE,NE",Conditional
ENSG00000009950,MLXIPL,7,"348,452,457,455,456,454,453","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000009954,BAZ1B,8,"453,459,348,457,452,454,455,456","NE,E,NE,NE,NE,NE,NE,NE",Conditional
ENSG00000010017,RANBP9,8,"457,456,452,454,455,442,348,453","E,NE,NE,NE,NE,E,E,NE",Conditional
ENSG00000010030,ETV7,7,"454,457,456,453,348,452,455","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000010072,C1orf124,8,"455,456,454,459,457,452,453,348","E,NE,E,E,E,E,E,NE",Conditional
ENSG00000010165,METTL13,8,"348,457,456,455,450,454,453,452","NE,NE,NE,NE,E,NE,NE,NE",Conditional
ENSG00000010219,DYRK4,4,"452,456,455,454","NE,NE,NE,NE",Nonessential
ENSG00000010244,ZNF207,9,"454,456,451,452,348,459,455,457,453","NE,E,E,NE,NE,E,E,E,E",Conditional
ENSG00000010256,UQCRC1,8,"453,348,452,455,454,457,456,459","E,NE,E,E,E,E,E,E",Conditional
ENSG00000010270,STARD3NL,7,"457,452,456,454,453,348,455","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000010278,CD9,8,"452,459,453,348,454,455,456,457","NE,E,NE,NE,NE,NE,NE,NE",Conditional
ENSG00000010282,HHATL,8,"457,455,348,451,454,452,456,453","NE,NE,NE,E,NE,NE,NE,NE",Conditional
ENSG00000010292,NCAPD2,9,"453,452,455,459,457,454,451,348,456","E,E,E,E,E,E,E,NE,E",Conditional
ENSG00000010295,IFFO1,8,"456,454,455,453,452,457,459,348","NE,NE,NE,NE,NE,NE,E,NE",Conditional
ENSG00000010310,GIPR,7,"457,456,452,453,454,455,348","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000010318,PHF7,8,"451,452,455,456,348,454,457,453","E,NE,NE,NE,NE,NE,NE,NE",Conditional
ENSG00000010319,SEMA3G,7,"456,452,453,455,457,348,454","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000010322,NISCH,5,"454,456,452,348,455","NE,NE,NE,NE,NE",Nonessential
ENSG00000010327,STAB1,7,"455,456,453,454,348,452,457","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000010361,FUZ,7,"456,455,453,457,452,454,348","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000010379,SLC6A13,8,"456,348,457,459,455,453,454,452","NE,NE,NE,E,NE,NE,NE,NE",Conditional
ENSG00000010404,IDS,7,"452,453,348,455,454,457,456","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000010438,PRSS3,7,"457,456,348,453,452,454,455","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000010539,ZNF200,7,"455,457,348,456,453,454,452","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000010610,CD4,7,"452,455,453,457,348,454,456","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000010626,LRRC23,8,"456,455,452,453,457,459,454,348","NE,NE,NE,NE,NE,E,NE,NE",Conditional
ENSG00000010671,BTK,7,"348,453,457,456,452,454,455","E,NE,NE,NE,NE,NE,NE",Conditional
ENSG00000010704,HFE,7,"457,348,456,453,455,452,454","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000010803,SCMH1,7,"453,456,455,454,348,452,457","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000010810,FYN,7,"455,454,456,457,453,348,452","NE,NE,NE,NE,NE,E,NE",Conditional
ENSG00000010818,HIVEP2,5,"454,456,455,452,348","NE,NE,NE,NE,NE",Nonessential
ENSG00000010932,FMO1,7,"454,453,452,457,455,348,456","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000011007,TCEB3,9,"456,452,451,459,454,453,348,457,455","NE,NE,E,E,NE,NE,NE,E,NE",Conditional
ENSG00000011009,LYPLA2,7,"455,454,348,456,452,457,453","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000011021,CLCN6,7,"453,454,455,452,456,457,348","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000011028,MRC2,8,"457,459,455,452,348,453,456,454","NE,E,NE,NE,NE,NE,NE,NE",Conditional
ENSG00000011052,NME2,1,348,E,Essential
ENSG00000011083,SLC6A7,7,"453,454,457,348,455,456,452","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000011105,TSPAN9,7,"452,453,454,348,457,456,455","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000011114,BTBD7,7,"348,453,452,455,454,457,456","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000011132,APBA3,7,"457,348,452,455,453,454,456","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000011143,MKS1,7,"456,455,348,452,454,453,457","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000011198,ABHD5,8,"348,456,457,455,454,453,452,451","NE,NE,NE,NE,NE,NE,NE,E",Conditional
ENSG00000011201,KAL1,3,"348,457,453","NE,NE,NE",Nonessential
ENSG00000011243,AKAP8L,8,"453,348,450,452,455,456,457,454","NE,NE,E,NE,NE,NE,E,NE",Conditional
ENSG00000011258,MBTD1,8,"455,452,457,459,348,453,454,456","NE,NE,NE,E,NE,NE,NE,NE",Conditional
ENSG00000011260,UTP18,8,"456,455,348,459,452,454,457,453","NE,NE,NE,E,NE,NE,E,E",Conditional
ENSG00000011275,RNF216,7,"457,456,348,454,455,452,453","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000011295,TTC19,6,"454,456,459,348,452,455","NE,NE,E,NE,NE,NE",Conditional
ENSG00000011304,PTBP1,8,"455,459,457,453,454,456,452,348","E,E,NE,NE,NE,NE,NE,NE",Conditional
ENSG00000011332,DPF1,7,"454,455,453,348,452,457,456","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000011347,SYT7,6,"456,457,455,454,453,452","NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000011376,LARS2,8,"452,455,453,348,459,456,454,457","E,E,E,NE,E,E,E,E",Conditional
ENSG00000011405,PIK3C2A,7,"457,455,452,348,453,454,456","NE,NE,NE,E,NE,NE,NE",Conditional
ENSG00000011422,PLAUR,9,"456,457,459,454,452,455,348,451,453","NE,NE,E,NE,NE,NE,NE,E,NE",Conditional
ENSG00000011426,ANLN,9,"453,452,456,457,348,459,450,454,455","E,NE,NE,E,NE,E,E,NE,NE",Conditional
ENSG00000011451,WIZ,7,"348,452,456,454,455,453,457","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000011454,RABGAP1,7,"457,455,456,452,348,454,453","NE,NE,NE,NE,E,NE,NE",Conditional
ENSG00000011465,DCN,7,"454,452,453,457,456,455,348","NE,NE,NE,NE,NE,NE,E",Conditional
ENSG00000011478,QPCTL,8,"348,456,452,457,459,454,453,455","NE,NE,NE,NE,E,NE,NE,NE",Conditional
ENSG00000011485,PPP5C,7,"455,457,348,456,453,454,452","NE,NE,NE,NE,E,E,NE",Conditional
ENSG00000011523,CEP68,7,"456,452,455,348,457,454,453","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000011566,MAP4K3,7,"453,348,456,457,455,452,454","NE,E,NE,NE,NE,NE,NE",Conditional
ENSG00000011590,ZBTB32,5,"454,455,348,456,452","NE,NE,NE,NE,NE",Nonessential
ENSG00000011600,TYROBP,9,"452,348,453,444,450,455,457,456,454","NE,NE,NE,E,E,NE,NE,NE,NE",Conditional
ENSG00000011638,TMEM159,7,"454,455,348,452,453,456,457","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000011677,GABRA3,8,"348,450,454,455,453,452,456,457","NE,E,NE,NE,NE,NE,NE,NE",Conditional
ENSG00000012048,BRCA1,8,"457,453,454,459,348,455,452,456","E,E,NE,E,E,E,E,E",Conditional
ENSG00000012061,ERCC1,8,"456,348,453,457,452,459,454,455","NE,NE,E,NE,NE,E,E,NE",Conditional
ENSG00000012124,CD22,7,"455,453,456,348,457,454,452","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000012171,SEMA3B,1,348,NE,Nonessential
ENSG00000012174,MBTPS2,8,"452,453,455,348,456,454,457,459","NE,E,E,NE,NE,E,NE,E",Conditional
ENSG00000012211,PRICKLE3,7,"457,348,452,455,453,454,456","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000012223,LTF,7,"456,455,457,348,452,454,453","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000012232,EXTL3,8,"453,455,457,456,459,452,348,454","NE,NE,NE,NE,E,E,NE,NE",Conditional
ENSG00000012504,NR1H4,7,"454,455,457,348,453,456,452","NE,NE,NE,E,NE,NE,NE",Conditional
ENSG00000012660,ELOVL5,6,"453,455,454,456,457,452","NE,NE,NE,NE,E,NE",Conditional
ENSG00000012779,ALOX5,7,"453,452,348,456,457,454,455","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000012817,KDM5D,4,"454,455,452,456","NE,NE,NE,NE",Nonessential
ENSG00000012822,CALCOCO1,7,"453,452,455,454,457,456,348","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000012963,UBR7,7,"348,456,452,457,455,454,453","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000012983,MAP4K5,3,"457,348,453","NE,E,NE",Conditional
ENSG00000013016,EHD3,7,"453,348,452,457,456,455,454","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000013275,PSMC4,9,"454,455,348,453,459,449,452,456,457","E,E,E,E,E,E,E,E,E",Essential
ENSG00000013288,MAN2B2,7,"456,457,455,454,453,348,452","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000013293,SLC7A14,7,"452,453,454,456,457,348,455","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000013297,CLDN11,7,"452,457,456,455,454,348,453","NE,NE,NE,NE,NE,E,NE",Conditional
ENSG00000013306,SLC25A39,8,"454,456,455,453,348,457,459,452","NE,NE,NE,NE,NE,NE,E,NE",Conditional
ENSG00000013364,MVP,8,"451,348,455,454,452,453,456,457","E,NE,NE,NE,NE,NE,NE,NE",Conditional
ENSG00000013374,NUB1,6,"454,455,451,452,456,348","NE,NE,E,NE,NE,E",Conditional
ENSG00000013375,PGM3,8,"348,452,459,453,455,454,457,456","NE,E,E,E,NE,E,E,NE",Conditional
ENSG00000013392,RWDD2A,7,"456,455,457,348,452,453,454","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000013441,CLK1,7,"348,453,452,456,457,455,454","E,E,NE,NE,NE,NE,NE",Conditional
ENSG00000013503,POLR3B,9,"453,459,456,455,348,454,457,452,451","E,E,E,E,NE,E,E,NE,E",Conditional
ENSG00000013523,ANGEL1,7,"348,453,455,456,452,454,457","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000013561,RNF14,8,"456,452,454,455,459,457,348,453","NE,NE,NE,NE,E,NE,E,NE",Conditional
ENSG00000013563,DNASE1L1,8,"454,451,455,457,453,348,456,452","NE,E,NE,NE,NE,NE,NE,NE",Conditional
ENSG00000013573,DDX11,6,"452,457,454,455,456,453","NE,E,E,NE,NE,NE",Conditional
ENSG00000013583,HEBP1,8,"453,452,459,457,456,454,455,348","NE,NE,E,NE,NE,NE,NE,NE",Conditional
ENSG00000013588,GPRC5A,7,"348,457,453,454,452,455,456","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000013619,MAMLD1,7,"456,454,348,452,453,457,455","NE,NE,E,NE,NE,NE,NE",Conditional
ENSG00000013725,CD6,7,"455,453,457,456,348,454,452","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000013810,TACC3,9,"452,456,453,454,455,457,459,442,348","E,E,E,E,NE,E,E,E,NE",Conditional
ENSG00000014123,KIAA0776,8,"455,452,456,453,454,348,459,457","NE,NE,NE,NE,NE,NE,E,NE",Conditional
ENSG00000014138,POLA2,8,"459,454,455,453,348,456,452,457","E,E,E,E,NE,E,E,E",Conditional
ENSG00000014164,ZC3H3,8,"457,456,459,453,452,455,454,348","E,E,E,NE,E,E,E,NE",Conditional
ENSG00000014216,CAPN1,7,"348,456,455,457,453,454,452","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000014257,ACPP,7,"452,457,456,348,455,454,453","NE,NE,NE,E,NE,NE,NE",Conditional
ENSG00000014641,MDH1,7,"453,457,452,456,451,454,455","NE,NE,NE,NE,E,NE,NE",Conditional
ENSG00000014824,SLC30A9,8,"457,456,348,459,454,455,453,452","E,NE,NE,E,NE,NE,NE,NE",Conditional
ENSG00000014914,MTMR11,7,"348,455,453,456,452,457,454","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000014919,COX15,8,"456,455,452,348,453,457,459,454","E,E,E,NE,E,E,E,E",Conditional
ENSG00000015133,CCDC88C,7,"454,453,456,348,455,457,452","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000015153,YAF2,7,"453,452,454,456,348,457,455","E,NE,NE,NE,NE,NE,NE",Conditional
ENSG00000015171,ZMYND11,5,"452,455,454,456,348","NE,NE,NE,NE,NE",Nonessential
ENSG00000015285,WAS,7,"452,456,348,453,454,455,457","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000015413,DPEP1,7,"454,456,452,348,453,455,457","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000015475,BID,7,"457,456,348,452,453,454,455","NE,NE,NE,NE,NE,E,NE",Conditional
ENSG00000015479,MATR3,8,"348,457,454,459,452,456,453,455","NE,E,NE,E,E,E,E,NE",Conditional
ENSG00000015520,NPC1L1,7,"455,452,454,457,453,456,348","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000015532,XYLT2,8,"455,348,452,453,454,456,459,457","NE,NE,E,NE,NE,NE,E,NE",Conditional
ENSG00000015568,RGPD5,7,"457,452,454,348,455,456,453","NE,E,NE,NE,NE,E,NE",Conditional
ENSG00000015592,STMN4,7,"454,453,348,457,452,456,455","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000015676,NUDCD3,8,"459,348,457,456,455,454,452,453","E,NE,E,E,E,E,E,E",Conditional
ENSG00000016082,ISL1,7,"453,456,457,348,452,455,454","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000016391,CHDH,7,"454,455,456,457,453,452,348","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000016402,IL20RA,7,"348,457,455,454,452,456,453","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000016490,CLCA1,5,"455,452,456,454,348","NE,NE,NE,NE,NE",Nonessential
ENSG00000016602,CLCA4,7,"455,457,348,453,454,452,456","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000016864,GLT8D1,7,"456,453,455,348,457,452,454","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000017260,ATP2C1,7,"456,348,455,453,452,457,454","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000017373,SRCIN1,3,"453,457,348","NE,NE,NE",Nonessential
ENSG00000017427,IGF1,7,"348,454,455,452,456,457,453","E,NE,NE,NE,NE,NE,E",Conditional
ENSG00000017483,SLC38A5,5,"348,455,454,456,452","NE,NE,E,NE,E",Conditional
ENSG00000017621,MAGIX,3,"457,348,453","NE,NE,NE",Nonessential
ENSG00000017797,RALBP1,7,"348,455,454,457,452,456,453","E,NE,NE,NE,NE,NE,NE",Conditional
ENSG00000018189,RUFY3,7,"453,457,348,452,454,455,456","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000018236,CNTN1,7,"455,454,348,453,452,457,456","NE,NE,E,NE,NE,NE,NE",Conditional
ENSG00000018280,SLC11A1,8,"453,454,456,457,459,348,455,452","NE,NE,NE,NE,E,NE,NE,NE",Conditional
ENSG00000018408,WWTR1,8,"452,456,457,454,453,348,455,459","NE,NE,E,NE,NE,NE,NE,E",Conditional
ENSG00000018510,AGPS,8,"454,452,453,457,456,455,348,442","NE,E,NE,NE,NE,NE,NE,E",Conditional
ENSG00000018610,CXorf56,7,"348,457,454,453,452,456,455","NE,E,NE,E,NE,NE,NE",Conditional
ENSG00000018625,ATP1A2,8,"455,453,452,451,348,454,457,456","NE,NE,NE,E,NE,NE,NE,NE",Conditional
ENSG00000018699,TTC27,8,"456,455,454,459,453,457,348,452","E,E,E,E,E,E,NE,E",Conditional
ENSG00000018869,ZNF582,7,"452,457,455,456,454,453,348","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000019102,VSIG2,7,"348,456,457,454,452,455,453","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000019144,PHLDB1,7,"454,452,457,348,456,455,453","E,NE,NE,NE,NE,NE,NE",Conditional
ENSG00000019169,MARCO,8,"453,348,457,452,454,446,455,456","NE,NE,NE,NE,NE,E,NE,NE",Conditional
ENSG00000019186,CYP24A1,7,"456,348,454,453,455,452,457","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000019485,PRDM11,7,"348,454,456,452,457,453,455","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000019505,SYT13,7,"455,452,348,454,453,456,457","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000019549,SNAI2,5,"452,456,454,455,348","NE,NE,NE,NE,NE",Nonessential
ENSG00000019582,CD74,7,"348,457,455,454,452,456,453","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000019991,HGF,7,"453,457,455,348,456,454,452","NE,NE,NE,E,NE,NE,NE",Conditional
ENSG00000019995,ZRANB1,8,"452,455,453,457,459,454,348,456","NE,NE,NE,NE,E,NE,NE,NE",Conditional
ENSG00000020129,NCDN,7,"456,454,455,452,453,348,457","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000020181,GPR124,3,"457,348,453","NE,NE,NE",Nonessential
ENSG00000020256,ZFP64,7,"457,453,454,452,456,348,455","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000020426,MNAT1,8,"455,454,453,459,456,452,348,457","E,E,E,E,E,E,E,E",Essential
ENSG00000020577,SAMD4B,7,"456,453,454,455,457,348,452","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000020633,RUNX3,7,"452,455,456,453,348,457,454","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000020922,MRE11A,8,"456,452,348,457,455,453,459,454","NE,NE,NE,E,NE,NE,E,NE",Conditional
ENSG00000021300,PLEKHB1,8,"455,452,454,456,348,451,457,453","NE,NE,NE,NE,NE,E,NE,NE",Conditional
ENSG00000021355,SERPINB1,7,"456,452,453,455,454,457,348","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000021461,CYP3A43,8,"452,455,453,456,457,459,454,348","NE,NE,NE,NE,NE,E,NE,NE",Conditional
ENSG00000021488,SLC7A9,7,"348,452,453,455,454,456,457","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000021574,SPAST,8,"457,452,456,455,451,348,453,454","NE,NE,NE,NE,E,NE,NE,NE",Conditional
ENSG00000021645,NRXN3,7,"454,348,456,457,452,455,453","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000021762,OSBPL5,8,"453,455,456,454,452,457,459,348","NE,NE,NE,NE,NE,NE,E,NE",Conditional
ENSG00000021776,AQR,7,"452,455,453,454,456,459,457","E,E,E,E,E,E,E",Essential
ENSG00000021826,CPS1,6,"457,454,452,453,455,456","NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000021852,C8B,7,"453,457,456,348,452,455,454","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000022267,FHL1,7,"454,455,452,453,348,457,456","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000022277,C20orf43,8,"457,456,348,453,452,455,459,454","E,E,NE,E,E,E,E,E",Conditional
ENSG00000022355,GABRA1,7,"453,456,457,455,454,348,452","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000022556,NLRP2,6,"452,454,453,456,457,455","NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000022567,SLC45A4,7,"455,348,453,454,457,452,456","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000022840,RNF10,7,"456,453,348,455,452,454,457","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000022976,ZNF839,7,"457,348,456,453,454,455,452","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000023041,ZDHHC6,7,"456,457,452,348,455,453,454","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000023171,GRAMD1B,4,"452,456,455,454","NE,NE,NE,NE",Nonessential
ENSG00000023191,RNH1,8,"454,452,348,453,459,457,455,456","NE,NE,NE,NE,E,NE,NE,NE",Conditional
ENSG00000023228,NDUFS1,8,"456,454,457,453,452,455,459,348","E,NE,E,NE,NE,NE,E,NE",Conditional
ENSG00000023287,RB1CC1,8,"348,454,453,456,452,459,457,455","NE,NE,NE,NE,NE,E,NE,NE",Conditional
ENSG00000023318,ERP44,8,"455,456,348,453,454,457,459,452","NE,NE,NE,NE,NE,NE,E,NE",Conditional
ENSG00000023330,ALAS1,8,"456,454,455,453,348,459,452,457","NE,NE,NE,NE,NE,E,E,NE",Conditional
ENSG00000023445,BIRC3,8,"457,453,456,452,455,454,348,459","NE,NE,NE,NE,NE,NE,NE,E",Conditional
ENSG00000023516,AKAP11,7,"453,457,456,452,348,454,455","NE,NE,NE,NE,E,NE,NE",Conditional
ENSG00000023572,GLRX2,8,"454,455,456,457,459,453,348,452","NE,NE,NE,NE,E,NE,NE,NE",Conditional
ENSG00000023608,SNAPC1,8,"348,459,454,455,457,456,453,452","NE,E,NE,NE,E,NE,E,E",Conditional
ENSG00000023697,DERA,7,"452,456,457,455,454,348,453","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000023734,STRAP,7,"453,457,452,455,454,348,456","E,E,E,E,E,E,NE",Conditional
ENSG00000023839,ABCC2,8,"456,455,453,452,457,348,449,454","NE,NE,NE,NE,NE,E,E,NE",Conditional
ENSG00000023843,ACCN5,1,348,NE,Nonessential
ENSG00000023892,DEF6,7,"454,455,453,457,456,348,452","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000023902,PLEKHO1,7,"452,457,456,348,455,454,453","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000023909,GCLM,7,"453,452,348,454,456,457,455","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000024048,UBR2,7,"455,452,348,457,454,453,456","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000024422,EHD2,8,"456,348,455,453,454,452,457,459","NE,NE,NE,NE,NE,NE,NE,E",Conditional
ENSG00000024526,DEPDC1,8,"459,455,456,348,453,452,457,454","E,NE,NE,NE,NE,NE,NE,NE",Conditional
ENSG00000024862,CCDC28A,7,"453,455,454,456,457,452,348","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000025039,RRAGD,7,"454,453,457,455,348,452,456","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000025156,HSF2,7,"456,455,454,453,452,348,457","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000025293,PHF20,8,"457,455,456,348,451,454,453,452","E,NE,NE,NE,E,NE,NE,NE",Conditional
ENSG00000025423,HSD17B6,7,"452,455,454,457,456,453,348","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000025434,NR1H3,7,"348,456,452,455,454,457,453","E,NE,NE,NE,NE,NE,NE",Conditional
ENSG00000025708,TYMP,7,"454,348,455,452,457,456,453","NE,E,NE,NE,NE,NE,NE",Conditional
ENSG00000025770,NCAPH2,8,"455,454,452,453,348,456,459,457","NE,NE,NE,NE,NE,E,E,NE",Conditional
ENSG00000025772,TOMM34,7,"457,454,453,455,456,452,348","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000025796,SEC63,8,"452,348,454,453,459,457,456,455","E,NE,NE,E,E,E,NE,NE",Conditional
ENSG00000025800,KPNA6,7,"455,459,454,452,453,456,457","NE,E,E,NE,NE,NE,E",Conditional
ENSG00000026025,VIM,5,"456,454,455,452,348","NE,NE,NE,NE,E",Conditional
ENSG00000026036,RTEL1,1,348,NE,Nonessential
ENSG00000026103,FAS,6,"455,454,457,452,453,456","NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000026297,RNASET2,7,"456,348,454,453,457,455,452","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000026508,CD44,7,"452,348,456,454,455,457,453","NE,E,NE,NE,NE,NE,NE",Conditional
ENSG00000026559,KCNG1,7,"453,456,452,348,457,454,455","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000026652,AGPAT4,7,"455,453,456,454,348,452,457","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000026751,SLAMF7,7,"457,455,452,348,456,453,454","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000026950,BTN3A1,7,"454,453,457,348,456,455,452","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000027001,MIPEP,8,"457,459,452,453,454,455,348,456","E,E,E,E,E,NE,NE,E",Conditional
ENSG00000027075,PRKCH,7,"453,456,454,455,452,457,348","NE,NE,NE,NE,NE,NE,E",Conditional
ENSG00000027644,INSRR,7,"348,452,453,456,457,454,455","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000027697,IFNGR1,7,"455,456,452,348,453,454,457","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000027847,B4GALT7,8,"457,456,455,348,452,454,459,453","NE,NE,NE,NE,NE,NE,E,NE",Conditional
ENSG00000027869,SH2D2A,7,"452,348,456,455,454,457,453","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000028116,VRK2,7,"453,454,456,348,455,457,452","NE,NE,NE,E,NE,NE,NE",Conditional
ENSG00000028137,TNFRSF1B,8,"452,348,456,453,457,459,455,454","NE,E,NE,NE,NE,E,NE,NE",Conditional
ENSG00000028203,VEZT,7,"456,457,453,348,452,455,454","E,E,E,NE,E,NE,NE",Conditional
ENSG00000028277,POU2F2,8,"456,452,451,348,454,453,455,457","NE,NE,E,NE,NE,NE,E,NE",Conditional
ENSG00000028310,BRD9,7,"454,456,348,457,455,452,453","E,NE,NE,NE,NE,E,E",Conditional
ENSG00000028528,SNX1,7,"348,457,453,454,456,452,455","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000028839,TBPL1,7,"453,455,454,452,457,348,456","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000029153,ARNTL2,7,"457,348,455,453,454,452,456","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000029363,BCLAF1,9,"456,453,457,454,459,455,348,443,452","NE,E,E,NE,E,NE,NE,E,NE",Conditional
ENSG00000029364,SLC39A9,8,"452,455,456,459,457,453,454,348","NE,NE,NE,E,NE,NE,NE,NE",Conditional
ENSG00000029534,ANK1,7,"457,453,456,455,454,452,348","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000029559,IBSP,7,"456,348,452,453,457,455,454","NE,E,NE,NE,NE,NE,NE",Conditional
ENSG00000029639,TFB1M,8,"454,455,453,459,452,348,457,456","NE,NE,E,E,NE,NE,E,NE",Conditional
ENSG00000029725,RABEP1,6,"452,456,457,453,454,455","NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000029993,HMGB3,7,"455,456,457,454,452,453,348","NE,NE,NE,NE,NE,NE,NE",Nonessential
